Facility Information,,,,,,,,,,,,,,, Capacity ,,Population,,,,ADP: Fiscal Year,,,,,,,,,,ADP - Monthly,,,,,,,,,,,,,Facility Average Length of Stay,,,,Facility Bookins,,,,Initial Bookins,,,,ADP: Initial Bookins,,,,ADP: Criminality,,,,,,,,FY18 ADP: Detainee Classification Level,,,,FY18 ADP: Criminality and Gender,,,,FY18 ADP: ICE Threat Level,,,,FY18 ADP: Mandatory Detention,,Medical,,Contract,,,,,,,Standards Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Facility Statistics - FY 2018,,,,Facility Statistics - FY 2017,,,
DETLOC,Name,Address,City,County,State,Zip,Circuit,AOR,Docket,Type,Type Detailed,ICE Funded,Male/Female,"Levels A,B,C,D",Capacity,Current FY Utilization,Population Count,Date of Last Use,Date of First Use,FY18 Max Population Count,FY18 ADP,FY17 ADP,FY16 ADP,FY15 ADP,FY14 ADP,FY13 ADP,FY12 ADP,FY11 ADP,FY10 ADP,FY09 ADP,November 2016,December 2016,January 2017,February 2017,March 2017,April 2017,May 2017,June 2017,July 2017,August 2017,September 2017,October 2017,November 2017,FY18 ALOS,FY17 ALOS,FY16 ALOS,FY15 ALOS,FY18 Facility Bookins,FY17 Facility Bookins,FY16 Facility Bookins,FY15 Facility Bookins,FY18 Initial Bookins,FY17 Initial Bookins,FY16 Initial Bookins,FY15 Initial Bookins,FY18 Initial Bookin ADP,FY17 Initial Bookin ADP,FY16 Initial Bookin ADP,FY15 Initial Bookin ADP,FY18 Non-Criminal,FY18 Criminal,FY17 Non-Criminal,FY17 Criminal,FY16 Non-Criminal,FY16 Criminal,FY15 Non-Criminal,FY15 Criminal,Level A,Level B,Level C,Level D,Male Crim,Male Non-Crim,Female Crim,Female Non-Crim,ICE Threat Level 1,ICE Threat Level 2,ICE Threat Level 3,No ICE Threat Level,Mandatory,Non-Mandatory,Medical Provider Onsite?,Provider Type,Facility Operator,Facility Owner,Best Known Contract Initiation Date,Best Known Contract Expiration Date,Guaranteed Minimum,Per Diem Rate Detailed,ICE Telephone Services,Authorization Status,Authorizing Authority,Over/Under 72,Contractually Obligated Inspection Standard,PREA/Standard 2.11 Status,Current Inspection Frequency,Last Inspection Type,Last Inspection Standard,Last Inspection Pre-Occ?,Last Inspection Rating - Final,Last Inspection Rating - Recommended,Last Inspection Date,Second to Last Inspection Type,Second to Last Inspection Standard,Second to Last Inspection Pre-Occ?,Second to Last Rating,Second to Last Inspection Date,Next Inspection Date,Next Inspection Standard,Next Inspection Type,Next Insp Pre-Occ?,CY17 Rating,CY16 Rating,CY15 RATING,CY14 RATING,CY13 RATING,CY12 RATING,CY11 RATING,CY10 RATING,EMDD Notes,EMDD USE,ACA,NCCHC,JCHCO,DSM Assigned?,DSM Assignment Type,FY18 Calendar Days in Use,FY18 Possible Days,FY18 % of Days in Use,FY18 Total Mandays,FY17 Calendar Days in Use,FY17 % of Days in Use,FY17 Total Mandays,FY17 Max Pop Count
SENECOH,SENECA COUNTY JAIL,3040 SOUTH STATE HIGHWAY 100,TIFFIN,SENECA,OH,44883,6,DET,CLE,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,80,11/4/17,3/22/96,95,84,71,49,45,80,85,59,116,124,107,61,65,62,59,63,71,67,73,86,93,100,85,79,138,37,38,26,93,719,430,650,61,296,150,90,65,29,15,5,64,20,39,32,18,31,5,40,28,39,13,5,20,58,0,6,5,7,9,64,28,57,YES,COUNTY/CORRECTIONAL HEALTHCARE,COUNTY (SHERIFF),COUNTY,9/28/07,,,$58.00,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,NDS,,Biennial,Regular,NDS,No,Acceptable,Acceptable,10/5/17,Regular,NDS,No,Acceptable,10/22/15,,NDS,Regular,No,Acceptable,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,2007 DEFICIENT,Yes,NO,NO,NO,Yes,ROVING,35,400,9%,"33,703",372,102%,"26,042",109
SEWARKS,SEWARD COUNTY JAIL,112 E. 5TH,LIBERAL,SEWARD,KS,67901,10,CHI,KAN,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,6/5/07,11/25/91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,Under 72,,,N/A,Regular,NDS,No,Good,At-Risk,1/15/08,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
SFRHOLD,SFR HOLD ROOM,630 SANSOME ST.,SAN FRANCISCO,SAN FRANCISCO,CA,94111,9,SFR,SFR,Other,HOLD,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,10/16/17,3/15/08,17,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,555,"4,332","3,294","2,795",372,"2,076","1,306","1,059",420,328,220,175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FEDERAL,,,,,,,NOT INSPECTED,DMCP,Under 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,5,400,1%,251,50,14%,106,25
SHACOKS,SHAWNEE COUNTY DEPARTMENT OF CORRECTIONS,501 SOUTHEAST 8TH AVENUE,TOPEKA,SHAWNEE,KS,66607,10,CHI,KAN,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,15,11/4/17,9/11/98,20,16,8,3,0,1,2,7,6,3,2,6,3,4,6,6,6,6,10,8,17,20,16,17,122,36,22,18,21,86,39,8,13,68,18,2,13,5,1,0,2,15,2,7,0,3,0,0,3,2,5,6,14,1,0,0,7,3,5,2,10,6,YES,CORIZON HEALTH,COUNTY (CORRECTIONS),COUNTY,1/10/97,,,$67.85,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,NDS,,Annual,ORSA,NDS,No,Acceptable,,9/5/17,ORSA,NDS,No,Acceptable,6/21/16,,NDS,ORSA,No,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,2007 and 2008 DEFICIENT,Yes,NO,YES,NO,No,NONE,35,400,9%,"6,594",372,102%,"3,009",29
SHAJUKS,SHAWNEE COUNTY JUVENILE DETENTION CENTER,401 SE 8TH STREET,TOPEKA,SHAWNEE,KS,66607,10,CHI,KAN,IGSA,JUVENILE,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,9/12/17,3/10/99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,COUNTY,COUNTY,,,,,$164.35,,AUTHORIZED,JFRMU,Under 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,2,1%,3,2
SHELBTN,SHELBY COUNTY,201 POPLAR AVENUE,MEMPHIS,SHELBY,TN,38103,6,NOL,NOL,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,10/3/05,8/17/92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,Under 72,,,N/A,Regular,NDS,No,Superior,Acceptable,7/11/08,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,YES,YES,NO,No,,0,400,0%,0,0,0%,0,0
SHELBKY,SHELBY COUNTY DETENTION CENTER,1000 DETENTION ROAD,SHELBYVILLE,SHELBY,KY,40065,6,CHI,,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,Under 72,,,N/A,Regular,NDS,No,Superior,Acceptable,2/3/09,Regular,NDS,No,Superior,2/8/08,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
SHECOVA,SHENANDOAH COUNTY JAIL,109 WEST COURT STREET,WOODSTOCK,SHENANDOAH,VA,22664,4,WAS,WAS,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,10/9/14,3/10/98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,,COUNTY,,,,,$45.00,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
SHERBMN,SHERBURNE COUNTY JAIL,13880 UNITED STATES HIGHWAY 10,ELK RIVER,SHERBURNE,MN,55330,8,SPM,SPM,USMS IGA,USMS IGA,Yes,Female/Male,"A, B, C, D",120,213%,268,11/4/17,4/1/91,274,256,197,127,97,110,118,129,116,127,133,158,132,138,184,202,212,214,237,245,230,252,255,266,96,50,47,40,340,"1,473",876,905,51,180,76,64,44,24,11,8,69,187,48,149,34,93,11,85,14,19,170,53,175,65,13,3,87,42,58,69,152,104,YES,COUNTY,COUNTY (SHERIFF),COUNTY,6/5/97,,,$80.00,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,NDS,,Annual,Regular,NDS,No,Acceptable,Acceptable,12/8/16,Regular,NDS,No,Acceptable,12/10/15,12/5/17,NDS,Regular,No,,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,2007 DEFICIENT,Yes,NO,NO,NO,Yes,PERMANENT,35,400,9%,"102,389",372,102%,"71,733",276
SHERIMT,SHERIDAN COUNTY JAIL,100 WEST LAUREL AVENUE,PLENTYWOOD,SHERIDAN,MT,59254,9,SLC,HEL,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,3/7/15,9/29/91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,7,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,,COUNTY,,,,,$45.00,,NOT INSPECTED,DMCP,Under 72,,,N/A,Regular,NDS,No,Good,Deficient,5/8/06,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
SHERIWY,SHERIDAN COUNTY JAIL,54 WEST 13TH STREET,SHERIDAN,SHERIDAN,WY,82801,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,3/24/09,2/17/08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
BOPSHE,SHERIDAN FEDERAL CORRECTIONAL INSTITUTE,27072 SOUTHWEST BALLSTON ROAD,SHERIDAN,YAMHILL,OR,97378,9,SEA,COW,BOP,BOP,No,Female/Male,"A, B, C, D",AS NEEDED,,0,10/5/04,9/20/90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,BOP,,,,,Not ICE Funded,,NOT INSPECTED,BOP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
SHOSHID,SHOSHONE COUNTY PUBLIC SAFETY FACILITY,717 BANK ST,WALLACE,SHOSHONE,ID,83873,9,SLC,SEA,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,11/28/05,4/4/05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
VVSHOLD,SHREVEPORT HOLD ROOM,"400 TEXAS STREET, SUITE 900",SHREVEPORT,CADDO PARISH,LA,71101,5,NOL,,Other,HOLD,Yes,Male,,AS NEEDED,,0,2/7/16,11/9/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,18,68,57,84,18,67,56,81,20,11,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NOT INSPECTED,DMCP,Under 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,,,,No,,0,400,0%,0,0,0%,0,0
SILERTN,SILVERDALE/HAMILTON COUNTY,7609 STANDIFER GAP ROAD,CHATTANOOGA,HAMILTON,TN,37421,6,NOL,NOL,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,2/6/08,7/5/00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,Over 72,,,N/A,Regular,NDS,No,Superior,Superior,3/5/07,Regular,NDS,No,Superior,3/8/06,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
SIMPSMS,SIMPSON COUNTY JAIL,CHANCERY COURT BLDG.,MENDENHALL,SIMPSON,MS,39114,5,NOL,NOL,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,3/3/04,7/17/91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
SXCHOLD,SIOUX CITY HOLD ROOM,1400 PIERCE STREET,SIOUX CITY,WOODBURY,IA,51101,8,SPM,OMA,Other,HOLD,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,1/11/15,8/9/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,14,106,111,83,14,105,104,82,13,18,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NOT INSPECTED,DMCP,Under 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
SIOUXIA,SIOUX COUNTY JAIL,4363 IRONWOOD AVENUE,ORANGE CITY,SIOUX,IA,51041,8,SPM,OMA,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,3/12/03,7/7/93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
SFDHOLD,SIOUX FALLS HOLD ROOM,300 EAST 8TH STREET,SIOUX FALLS,MINNEHAHA,SD,57103,8,SPM,SPM,Other,HOLD,Yes,Female/Male,"A, B, C",AS NEEDED,,0,6/17/17,5/4/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,45,143,96,99,11,82,96,98,12,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NOT INSPECTED,DMCP,Under 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,3,1%,4,2
SITKAAK,SITKA CITY JAIL,304 LAKE STREET,SITKA,SITKA,AK,99835,9,SEA,ANC,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,4/30/15,9/20/92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CITY,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
SRJDFID,SNAKE RIVER JUVENILE,2515 WRIGHT AVENUE,TWIN FALLS,TWIN FALLS,ID,83301,9,SLC,BOI,IGSA,JUVENILE,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,11/16/09,6/21/02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,$150.00,,NOT INSPECTED,JFRMU,Under 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
SNJHOLD,SNJ HOLD ROOM,1887 MONTEREY ROAD,SAN JOSE,SANTA CLARA,CA,95112,9,SFR,SFR,Other,HOLD,Yes,Male,"A, B, C, D",AS NEEDED,,0,7/19/16,1/16/09,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,697,596,0,1,683,579,11,40,123,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FEDERAL,,,,,,,NOT INSPECTED,DMCP,Under 72,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
SNYDEPA,SNYDER COUNTY JAIL,600 OLD COLONY ROAD,SELINSGROVE,SNYDER,PA,17870,3,PHI,PHI,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,7/8/08,2/24/94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,Over 72,,,N/A,Regular,NDS,No,Superior,Acceptable,1/10/08,Regular,NDS,No,Superior,1/10/07,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
SOLONOH,SOLON CITY JAIL,33000 SOLON ROAD,SOLON,CUYAHOGA,OH,44139,6,DET,CLE,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,8/26/13,1/2/00,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CITY,,7/14/00,,,$70.00,,NOT INSPECTED,DMCP,Over 72,,,N/A,Regular,NDS,No,Acceptable,Not Rated,8/6/09,Regular,NDS,No,Superior,8/14/08,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
SOMERPA,SOMERSET COUNTY JAIL,127 EAST FAIRVIEW STREET,SOMERSET,SOMERSET,PA,15501,3,PHI,PIT,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,3/11/07,5/18/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
SOMERME,SOMERSET COUNTY JAIL,131 EAST MADISON ROAD,MADISON,SOMERSET,ME,04950,1,BOS,POM,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,6/25/06,8/29/98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
SOBAYCA,SOUTH BAY DETENT FACILITY,500 3RD AVENUE,CHULA VISTA,SAN DIEGO,CA,91910,9,SND,SND,IGSA,IGSA,Yes,Female/Male,"A, B, C, D",AS NEEDED,,0,4/7/16,8/6/98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,8,3,1,0,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,,,,,,,,,NOT INSPECTED,DMCP,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
WVSCENT,SOUTH CENTRAL REGIONAL JAIL,1001 CENTRE WAY,CHARLESTON,KANAWHA,WV,25309,4,PHI,CHS,USMS IGA,USMS IGA,Yes,Male,"A, B, C, D",5,135%,5,11/4/17,8/30/04,14,7,6,6,3,3,4,5,3,2,7,7,6,4,5,7,5,7,7,6,6,7,7,9,5,6,6,4,53,373,367,329,53,369,360,326,57,40,39,27,3,4,2,4,1,5,0,3,0,1,4,1,4,3,0,0,3,1,1,3,4,2,YES,PRIMECARE MEDICAL INC.,COUNTY (CORRECTIONS),RJA,4/11/96,6/30/18,,$56.00,,AUTHORIZED,DMCP,Over 72,NDS,,Annual,ORSA,NDS,No,Acceptable,,9/18/17,ORSA,NDS,No,Acceptable,8/19/16,,NDS,ORSA,No,Acceptable,Acceptable,Acceptable,Acceptable,Acceptable,,Acceptable,Acceptable,,No,NO,YES,NO,No,NONE,35,400,9%,"2,709",364,100%,"2,218",25
BASILLA,SOUTH LOUISIANA DETENTION CENTER,3843 STAGG AVENUE,BASILE,EVANGELINE,LA,70515,5,NOL,OAK,IGSA,IGSA,Yes,Male,"A, B, C, D",AS NEEDED,,0,1/5/16,1/31/97,0,0,0,169,578,563,515,364,402,380,435,0,0,0,0,0,0,0,0,0,0,0,0,0,,,60,46,0,0,"1,051","4,409",0,0,313,688,0,2,49,96,0,0,0,0,119,50,391,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,COUNTY,GEO,COUNTY,1/16/97,,,b)(4),Pro-bono Platform (Talton),NOT INSPECTED,DMCP,Over 72,PBNDS 2011,Standard 2.11,N/A,Regular,PBNDS 2008,No,Meets Standard,Meets Standard,2/12/15,Regular,PBNDS 2008,No,Meets Standard,2/13/14,,N/A,N/A,No,,,Meets Standard,Meets Standard,Meets Standard,Meets Standard,Meets Standard,Superior,,No,NO,NO,NO,No,NONE,0,400,0%,0,0,0%,0,0
STCDFTX,SOUTH TEXAS DETENTION COMPLEX,566 VETERANS DRIVE,PEARSALL,FRIO,TX,78061,5,SNA,STC,CDF,CDF,Yes,Female/Male,"A, B, C, D","1,890",93%,"1,735",11/4/17,6/27/05,"1,811","1,754","1,640","1,728","1,547","1,722","1,769","1,722","1,607","1,527","1,592","1,744","1,768","1,718","1,538","1,407","1,580","1,509","1,634","1,551","1,742","1,697","1,756","1,743",30,45,41,36,"2,056","13,065","15,317","15,513",712,"5,479","6,887","5,075",867,"1,112","1,583",940,"1,182",573,"1,120",520,"1,115",613,944,603,"1,296",221,128,110,512,"1,060",60,121,145,112,311,"1,187","1,383",371,YES,IHSC,GEO,GEO,1/30/04,11/30/17,"1,350",b)(4),Talton Full Service,AUTHORIZED,DMCP,Over 72,PBNDS 2011,PREA,Annual,Regular,PBNDS 2011,No,Meets Standard,Meets Standard,3/30/17,Regular,PBNDS 2011,No,Meets Standard,3/24/16,,PBNDS 2011,Regular,No,Meets Standard,Meets Standard,Meets Standard,Overcome by Events,Meets Standard,Meets Standard,Meets Standard,Superior,,No,YES,YES,NO,No,NONE,35,400,9%,"701,771",372,102%,"598,554","1,854"
STFRCTX,SOUTH TEXAS FAMILY RESIDENTIAL CENTER,1925 WEST HIGHWAY 85,DILLEY,FRIO,TX,78017,5,SNA,LRD,IGSA,FAMILY,Yes,Female/Male,A,"2,400",65%,"1,593",11/4/17,12/19/14,"1,715","1,553",994,"1,015",749,0,0,0,0,0,0,"1,454","1,525","1,246","1,229",330,228,302,452,674,"1,247","1,527","1,549","1,586",8,14,13,35,"1,443","25,627","28,882","8,757","1,137","20,460","23,158","3,230","1,192",832,850,251,"1,550",3,993,2,"1,013",2,745,4,"1,541",12,0,0,0,437,3,"1,113",0,0,3,"1,550","1,534",19,YES,IHSC,CCA,COUNTY,,,"2,400",b)(4),Talton Full Service,AUTHORIZED,JFRMU,Over 72,ICE Family Residential Standards,PREA,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,,,,No,,35,400,9%,"621,166",372,102%,"362,964","2,046"
STHOSTX,SOUTH TEXAS HOSPITAL,1301 RANGERVILLE ROAD,HARLINGEN,CAMERON,TX,78550,5,SNA,PIC,Other,HOSPITAL,No,Female/Male,"A, B, C, D",AS NEEDED,,0,6/29/03,8/13/86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NOT INSPECTED,OTHER,,,,N/A,N/A,,No,,,,N/A,,No,,,,N/A,N/A,No,,,,,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0
