DETLOC,fullA.x,ObjectId,x,y,Name,City,County,State,Zip,Circuit,AOR,Docket,Type,Type.Detailed,ICE.Funded,Male.Female,Capacity,Current.FY.Utilization,Population.Count,Date.of.Last.Use,Date.of.First.Use,FirstYear,FY18.Max.Population.Count,FY18.Non.Criminal,FY18.Criminal,FY17.Non.Criminal,FY17.Criminal,FY16.Non.Criminal,FY16.Criminal,FY15.Non.Criminal,FY15.Criminal,Male.Crim,Male.Non.Crim,Female.Crim,Female.Non.Crim,Mandatory,Non.Mandatory,Medical.Provider.Onsite.,Provider.Type,Facility.Operator,Facility.Owner,Best.Known.Contract.Initiation.Date,Best.Known.Contract.Expiration.Date,YearExpiration,Guaranteed.Minimum,Per.Diem.Rate.Detailed,ICE.Telephone.Services,Authorization.Status,Authorizing.Authority,Over.Under.72,Contractually.Obligated.Inspection.Standard,PREA.Standard.2.11.Status,Last.Inspection.Pre.Occ.,Last.Inspection.Rating...Final,Last.Inspection.Rating...Recommended,Last.Inspection.Date,CY17.Rating,EMDD.Notes,EMDD.USE,ACA,NCCHC,JCHCO,DSM.Assigned.,DSM.Assignment.Type,FY18.Calendar.Days.in.Use,FY18.Possible.Days,FY18...of.Days.in.Use,FY18.Total.Mandays,FY17.Calendar.Days.in.Use,FY17...of.Days.in.Use,FY17.Total.Mandays,FY17.Max.Pop.Count,capacity
PRLHOLD,1209 SUNFLOWER LN ALVARADO TX,1055,-97.19678819,32.41852134,PRAIRIELAND SUBOFFICE HOLD ROOM,ALVARADO,JOHNSON,TX,76009,5,DAL,,Other,HOLD,Yes,Female/Male,0,,0,NA,NA,#VALUE!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,,,,No,,0,400,0%,0,0,0%,0,0,1
PROWECO,103 EAST OAK STREET LAMAR CO,1059,-102.6189635,38.08620492,PROWERS COUNTY JAIL,LAMAR,PROWERS,CO,81052,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,0,,0,3/10/10,3/6/06,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
PRUHOLD,3075 NORTH MAIN SPANISH FORK UT,1058,-111.659291,40.149315,PROVO HOLD ROOM,SPANISH FORK,UTAH,UT,84660,10,SLC,SLC,Other,HOLD,Yes,Female/Male,0,,0,NA,NA,#VALUE!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
PRVEGAL,"BO. ESPINOSA CARR. #2, KM 2.4 VEGA ALTA PR",1368,-66.31631774,18.41360419,VEGA ALTA DETENTION,VEGA ALTA,VEGA ALTA,PR,692,1,MIA,SAJ,IGSA,IGSA,Yes,Female/Male,0,,0,NA,NA,#VALUE!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
PTCOULA,10933 CAJUNII ROAD HWY 981 NEW ROADS LA,1039,-91.35704857,30.71190647,POINTE COUPEE PARISH DETENTION CENTER,NEW ROADS,POINTE COUPEE,LA,70760,5,NOL,OAK,IGSA,IGSA,Yes,Female/Male,0,,0,5/4/05,10/24/88,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
PUEBLCO,909 COURT STREET PUEBLO CO,1060,-104.610633,38.27555701,PUEBLO COUNTY JAIL,PUEBLO,PUEBLO,CO,81003,10,DEN,DEN,USMS IGA,USMS IGA,Yes,Female/Male,25,0%,0,3/27/14,10/22/90,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,,COUNTY (SHERIFF),COUNTY,8/1/82,NA,#VALUE!,NA,$48.50 ,Pro-bono Platform (Talton),NOT INSPECTED,DMCP,Under 72,NDS,,No,Acceptable,,8/14/14,,2008 and 2009 DEFICIENT,Yes,NO,YES,NO,No,NONE,0,400,0%,0,0,0%,0,0,25
PUEHOLD,935 STATE HIGHWAY 67 FLORENCE CO,1061,-105.1071562,38.36258005,PUEBLO HOLDROOM,FLORENCE,FREMONT,CO,81226,10,DEN,DEN,Other,HOLD,Yes,Female/Male,0,,0,6/7/17,9/1/11,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,2,1%,2,1,1
PULASIL,1026 SHAWNEE COLLEGE ROAD ULLIN IL,1063,-89.15863575,37.27165859,PULASKI COUNTY JAIL,ULLIN,PULASKI,IL,62992,7,CHI,CHI,IGSA,IGSA,Yes,Female/Male,0,,172,11/4/17,2/26/16,2016,184,48,123,48,142,31,71,0,0,116,41,7,6,116,55,YES,COUNTY,COUNTY,COUNTY,12/29/10,NA,#VALUE!,NA,$92.00 ,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,PBNDS 2011,PREA,No,Meets Standard,Meets Standard,3/2/17,Meets Standard,,No,NO,YES,NO,Yes,PERMANENT,35,400,9%,"68,343",372,102%,"69,552",266,1
PULASKY,300 HAIL KNOB ROAD SOMERSET KY,1062,-84.62491998,37.08544,PULASKI COUNTY DETENTION CENTER,SOMERSET,PULASKI,KY,42503,6,CHI,CHI,IGSA,IGSA,Yes,Female/Male,0,,0,1/13/06,10/19/00,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,$76.00 ,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
PWHOSFL,13001 SOUTHERN BLVD LOXAHATCHEE FL,993,-80.25287896,26.68328702,PALMS WEST HOSPITAL,LOXAHATCHEE,PALM BEACH,FL,33470,11,MIA,KRO,Other,HOSPITAL,No,Female/Male,0,,0,2/26/11,2/16/11,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
PWILLVA,9320 LEE AVENUE MANASSAS VA,1057,-77.48000919,38.75207198,PRINCE WILLIAM COUNTY CORRECTIONAL FACILITY,MANASSAS,MANASSAS CITY,VA,20110,4,WAS,WAS,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,10/10/17,12/7/91,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,RAPPAHANNOCK CREATIVE HEALTH,COUNTY (CORRECTIONS),COUNTY,7/27/83,NA,#VALUE!,NA,$84.63 ,,AUTHORIZED,DMCP,Under 72,FPBDS,,No,Acceptable,,9/27/17,Acceptable,2008 DEFICIENT,Yes,NO,NO,NO,No,NONE,1,400,0%,11,8,2%,43,7,1
QLTYGCO,2650 GILSTRIP COURT GLENWOOD SPRINGS CO,1064,-107.364392,39.559651,QUALITY INN,GLENWOOD SPRINGS,GARFIELD,CO,81647,10,DEN,DEN,Other,Other,Yes,Female/Male,0,,0,4/8/07,4/8/07,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,HOTEL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
QLTYSCA,2351 OTAY MESA DRIVE CALIPATRIA CA,1065,-115.51421,33.12561,QUALITY SUITES,CALIPATRIA,SAN DIEGO,CA,92154,9,SND,SND,Other,Other,Yes,Female/Male,0,,69,11/4/17,3/17/14,2014,120,74,0,22,0,17,0,6,0,0,26,0,49,45,29,,,HOTEL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,,,,No,,35,400,9%,"29,794",372,102%,"7,996",169,1
QUEHONY,126-01 82ND STREET KEW GARDENS NY,1066,-73.82630193,40.71384181,QUEENS HOUSE OF DETENTION,KEW GARDENS,QUEENS,NY,11415,2,NYC,CIP,IGSA,IGSA,Yes,Female/Male,0,,0,NA,NA,#VALUE!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CITY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
QUEICDF,182-22 150TH AVE JAMAICA NY,631,-73.76556301,40.65711001,"INS/WACKENHUT CON/FAC, NY",JAMAICA,QUEENS,NY,11413,2,NYC,VRK,Other,Other,Yes,Female/Male,0,,0,6/14/05,11/3/90,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,GEO,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
RAADCMN,425 GROVE STREET ST. PAUL MN,1070,-93.08595896,44.956608,RAMSEY COUNTY ADULT DETENTION CENTER,ST. PAUL,RAMSEY,MN,55101,8,SPM,SPM,USMS IGA,USMS IGA,Yes,Female/Male,15,17%,2,11/4/17,4/5/97,1997,6,1,2,1,3,2,9,1,9,1,1,1,0,2,0,YES,COUNTY,COUNTY (SHERIFF),COUNTY,2/10/86,NA,#VALUE!,NA,$80.00 ,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,NDS,,No,Acceptable,Acceptable,9/14/17,Acceptable,2007 and 2008 DEFICIENT,Yes,NO,NO,NO,No,NONE,35,400,9%,994,353,97%,"1,405",14,15
RACINWI,717 WISCONSIN AVENUE RACINE WI,1067,-87.78317399,42.72520598,RACINE COUNTY JAIL,RACINE,RACINE,WI,53403,7,CHI,CHI,IGSA,IGSA,Yes,Female/Male,0,,0,10/20/03,7/9/97,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Over 72,,,No,Superior,Acceptable,3/26/09,,2008 DEFICIENT,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
RAJAIMN,14 W. KELLOGG BLVD ST. PAUL MN,1071,-93.09321602,44.94365498,RAMSEY COUNTY JAIL,ST. PAUL,RAMSEY,MN,55102,8,SPM,SPM,IGSA,IGSA,Yes,Female/Male,0,,0,12/16/03,3/6/91,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
RAPPSVA,1745 JEFFERSON DAVIS HIGHWAY STAFFORD VA,1074,-77.42241998,38.40681799,RAPPAHANNOCK REGIONAL JAIL,STAFFORD,FREDERICKSBURG CITY,VA,22554,4,WAS,WAS,USMS IGA,USMS IGA,Yes,Female/Male,279,0%,0,4/29/15,8/27/87,1987,0,0,0,0,0,0,0,9,33,0,0,0,0,0,0,YES,CREATIVE HEALTH,COUNTY (JAILER),COUNTY,8/21/89,NA,#VALUE!,NA,$60.00 ,Pro-bono Platform (Talton),NOT INSPECTED,DMCP,Over 72,Not Specified,,No,Overcome by Events,Acceptable,7/24/14,,2008 DEFICIENT,Yes,NO,NO,NO,No,NONE,0,400,0%,0,0,0%,0,0,279
RAVALMT,"RAVALLI COUNTY CH, 205 BEDFORD HAMILTON MT",1075,-114.15758,46.24459999,RAVALLI COUNTY JAIL,HAMILTON,RAVALLI,MT,59840,9,SLC,HEL,IGSA,IGSA,Yes,Female/Male,0,,0,11/12/06,4/3/03,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
RCKISIL,1317 THIRD AVENUE ROCK ISLAND IL,1109,-90.58112996,41.50908998,ROCK ISLAND CORRECTIONAL CENTER,ROCK ISLAND,ROCK ISLAND,IL,61201,7,CHI,RII,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,1/29/14,1/27/14,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,,,,No,,0,400,0%,0,0,0%,0,0,1
RCMHOLD,400 N. ST. ROOM 816 RICHMOND VA,1090,-84.89800378,39.81176303,RICHMOND SUB-OFFICE HOLD,RICHMOND,RICHMOND,VA,23219,4,WAS,WAS,Other,HOLD,Yes,Male,0,,0,10/29/17,7/21/10,2010,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,8,400,2%,103,11,3%,12,6,1
RDUHOLD,UNAVAILABLE CARY NC,1068,-78.78116,35.78975,RALEIGH HOLD ROOM,CARY,WAKE,NC,27512,4,ATL,RDU,Other,HOLD,Yes,Male,0,,1,10/19/17,12/15/11,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,4,400,1%,46,45,12%,52,3,1
REDETTX,98 WEST COUNTY ROAD 204 PECOS TX,1079,-103.54061,31.392,REEVES COUNTY DETENTION,PECOS,REEVES,TX,79772,5,ELP,PCS,IGSA,IGSA,Yes,Female/Male,0,,0,2/16/11,1/4/01,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,GEO,,NA,NA,#VALUE!,NA,b)(4),,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
REGJCWA,401 4TH AVENUE NORTH KENT WA,1081,-122.238366,47.38480499,REGIONAL JUSTICE CENTER,KENT,KING,WA,98032,9,SEA,SEA,IGSA,IGSA,Yes,Female/Male,0,,0,12/16/02,1/7/98,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
REHOSIL,8311 WEST ROOSEVELT ROAD FOREST PARK IL,1098,-87.8278556,41.86464468,RIVEREDGE HOSPITAL,FOREST PARK,COOK,IL,60130,7,CHI,CHI,Other,HOSPITAL,No,Female/Male,0,,0,8/13/15,7/16/87,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,HOSPITAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
REJAITX,52 COUNTY ROAD 204 PECOS TX,1080,-103.53341,31.39111001,REEVES COUNTY JAIL,PECOS,REEVES,TX,79772,5,ELP,EPC,IGSA,IGSA,Yes,Female/Male,0,,0,6/16/09,4/19/90,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,GEO,,NA,NA,#VALUE!,NA,b)(4),,NOT INSPECTED,DMCP,Under 72,,,No,Superior,Acceptable,11/8/06,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
REJUVTX,98 W COUNTY ROAD 203 PECOS TX,1078,-103.5390122,31.40031522,REEVES CO. JUV. DET. CTR.,PECOS,REEVES,TX,79772,5,ELP,EPC,IGSA,IGSA,Yes,Female/Male,0,,0,7/8/98,7/12/96,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
REMEDMN,640 JACKSON STREET ST. PAUL MN,1082,-93.09447196,44.95556801,REGIONS MEDICAL CENTER,ST. PAUL,RAMSEY,MN,55101,8,SPM,SPM,Other,HOSPITAL,No,Female/Male,0,,0,5/10/07,1/4/95,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,HOSPITAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
RENHOLD,UNAVAILABLE RENO NV,1085,-119.81353,39.52766,RENO HOLD ROOM,RENO,WASHOE,NV,89512,9,SLC,REN,Other,HOLD,Yes,Male,0,,0,10/23/17,4/26/12,2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,1,400,0%,23,1,0%,1,1,1
RENOJKS,210 W. 1ST STREET HUTCHINSON KS,1083,-97.93682902,38.053862,RENO COUNTY JAIL,HUTCHINSON,RENO,KS,67501,10,CHI,KAN,IGSA,IGSA,Yes,Female/Male,0,,0,3/12/07,10/7/93,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Over 72,,,No,Superior,Good,9/29/06,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
RENOYKS,219 WEST 2ND AVENUE HUTCHINSON KS,1084,-97.93710596,38.05433398,RENO COUNTY YOUTH SERVICES,HUTCHINSON,RENO,KS,67501,10,CHI,KAN,IGSA,JUVENILE,Yes,Female/Male,0,,0,5/13/03,10/20/00,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,JFRMU,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
RENSSNY,4000 MAIN STREET TROY NY,1086,-73.70079102,42.70934201,RENSSELAER COUNTY CORRECTIONAL FACILITY,TROY,RENSSELAER,NY,12180,2,BUF,BUF,USMS IGA,USMS IGA,Yes,Female/Male,0,,0,11/28/07,12/15/93,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,COUNTY,COUNTY (CORRECTIONS),COUNTY,5/30/17,NA,#VALUE!,NA,$97.00 ,,NOT INSPECTED,DMCP,Under 72,FPBDS,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
RGHOSTX,1401 RANGERVILLE RD. HARLINGEN TX,1096,-97.706913,26.16049502,RIO GRANDE STREET HOSPITAL,HARLINGEN,CAMERON,TX,78550,5,SNA,PIC,Other,HOSPITAL,No,Female/Male,0,,0,9/26/16,10/4/96,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,HOSPITAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,OTHER,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
RGRNDTX,1001 SAN RIO BOULEVARD LAREDO TX,1095,-99.48945496,27.37846602,RIO GRANDE DETENTION CENTER,LAREDO,WEBB,TX,78046,5,SNA,LRD,USMS IGA,USMS IGA,Yes,Male,672,85%,680,11/4/17,1/1/14,2014,680,523,52,450,74,375,101,344,101,52,523,0,0,553,22,YES,GEO,GEO,GEO,1/1/14,9/30/28,2028,275,b)(4),Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,PBNDS 2008,,No,Meets Standard,Meets Standard,3/16/17,Meets Standard,,No,YES,YES,NO,No,NONE,35,400,9%,"229,737",372,102%,"191,158",676,672
RGS,27991 BUENA VISTA BLVD LOS FRESNOS TX,1097,-97.34055702,26.154725,RIO GRANDE VALLEY STAGING,LOS FRESNOS,CAMERON,TX,78566,5,SNA,PIC,Other,STAGING,Yes,Female/Male,0,,0,8/3/17,6/4/10,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,12,3%,13,2,1
RICECKS,1482 WEST UNITED STATES HIGHWAY 56 LYONS KS,1087,-98.22378752,38.34772699,RICE COUNTY DETENTION CENTER,LYONS,RICE,KS,67554,10,CHI,WIC,IGSA,IGSA,Yes,Female/Male,0,,0,10/14/13,6/23/06,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,COUNTY,COUNTY (SHERIFF),COUNTY,6/11/07,NA,#VALUE!,NA,$50.00 ,Pro-bono Platform (Talton),NOT INSPECTED,DMCP,Over 72,NDS,Standard 2.11,No,Acceptable,Acceptable,1/10/13,,,No,NO,NO,NO,No,NONE,0,400,0%,0,0,0%,0,0,1
RICECMN,P.O. BOX 158 FARIBAULT MN,1088,-93.2715,44.29508,RICE COUNTY JAIL,FARIBAULT,RICE,MN,55021,8,SPM,SPM,IGSA,IGSA,Yes,Female/Male,0,,0,3/13/06,8/9/91,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
RICHMVA,1701 FAIRFIELD WAY RICHMOND VA,1089,-77.42346504,37.54778901,RICHMOND CITY JAIL,RICHMOND,RICHMOND,VA,23223,4,WAS,WAS,IGSA,IGSA,Yes,Male,0,,0,4/11/16,8/14/88,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,CORRECTIONAL CARE SERVICES,CITY,,NA,NA,#VALUE!,NA,$55.00 ,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
RICRANS,39 HOWARD AVE CRANSTON RI,4,-71.46485397,41.745555,"ACI (CRANSTON, RHODE ISLAND)",CRANSTON,PROVIDENCE,RI,2920,1,BOS,BOS,IGSA,IGSA,Yes,Female/Male,0,,0,4/4/05,9/11/96,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY (CORRECTIONS),,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
RIIHOLD,UNAVAILABLE ROCK ISLAND IL,1111,-90.57607,41.51196,ROCK ISLAND HOLD ROOM,ROCK ISLAND,ROCK ISLAND,IL,61201,7,CHI,CHI,Other,HOLD,Yes,Male,0,,0,9/20/17,6/7/11,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,2,1%,2,1,1
RIKISNY,1500 HAZEN ST ELMHURST NY,1091,-73.88434445,40.79350509,"RIKERS ISLAND, QUEENS, NY",ELMHURST,QUEENS,NY,11370,2,NYC,VRK,IGSA,IGSA,Yes,Female/Male,0,,0,9/12/04,8/24/04,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CITY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
RIOBLCO,555 MAIN STREET MEEKER CO,1092,-107.91316,40.03798002,RIO BLANCO COUNTY JAIL,MEEKER,RIO BLANCO,CO,81641,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,0,,0,1/6/08,9/10/92,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
RIOCCCA,12500 BRUCEVILLE ROAD ELK GROVE CA,1093,-121.4217352,38.30669012,RIO COSUMNES CORR. CENTER,ELK GROVE,SACRAMENTO,CA,95757,9,SFR,SAC,IGSA,IGSA,Yes,Male,0,,180,11/4/17,7/12/13,2013,198,23,148,9,117,5,132,7,129,148,23,0,0,91,79,YES,COUNTY,COUNTY (SHERIFF),COUNTY,9/12/13,9/11/18,2018,NA,$100.00 ,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Over 72,NDS,,No,Acceptable,Acceptable,12/1/16,,,Yes,NO,NO,NO,No,NONE,35,400,9%,"68,114",360,99%,"46,004",207,1
RIOGRCO,640 CHERRY STREET DEL NORTE CO,1094,-106.3506669,37.67702616,RIO GRANDE COUNTY JAIL,DEL NORTE,RIO GRANDE,CO,81132,10,DEN,DEN,IGSA,IGSA,Yes,Female/Male,0,,0,10/25/17,6/18/97,1997,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,COUNTY,11/17/16,NA,#VALUE!,NA,$66.43 ,,AUTHORIZED,DMCP,Under 72,NDS,,No,Acceptable,,6/2/17,Acceptable,,No,NO,NO,NO,No,,12,400,3%,160,52,14%,78,8,1
RIVERCA,4095 LEMON STREET RIVERSIDE CA,1099,-117.374192,33.97823199,RIVERSIDE COUNTY SHERIFF,RIVERSIDE,RIVERSIDE,CA,92225,9,LOS,LOS,IGSA,IGSA,Yes,Female/Male,0,,0,11/9/99,11/12/98,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
RIVHOLD,"2060 CHICAGO AVENUE, SUITE A-1 RIVERSIDE CA",1100,-117.346886,33.99284102,RIVERSIDE CUSTODY CASE,RIVERSIDE,ORANGE,CA,92705,9,LOS,LOS,Other,HOLD,Yes,Female/Male,0,,0,12/9/02,1/3/01,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,FEDERAL,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,Under 72,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
RNDLLTX,9100 SOUTH GEORGIA STREET AMARILLO TX,1072,-101.867063,35.11763702,RANDALL COUNTY JAIL,AMARILLO,RANDALL,TX,79118,5,DAL,AMT,USMS IGA,USMS IGA,Yes,Female/Male,40,7%,1,11/4/17,5/1/07,2007,11,1,2,1,1,0,1,1,1,2,1,0,0,1,2,NO,COUNTY,COUNTY (SHERIFF),COUNTY,7/1/07,NA,#VALUE!,NA,$65.00 ,Pro-bono Platform (Talton),AUTHORIZED,DMCP,Under 72,NDS,,No,Acceptable,,10/11/17,Acceptable,2008 and 2009 DEFICIENT,Yes,NO,NO,NO,No,NONE,28,400,7%,"1,189",249,68%,767,22,40
ROANOVA,401 EAST MAIN STREET SALEM VA,1104,-80.053476,37.29421502,ROANOKE COUNTY JAIL,SALEM,SALEM,VA,24153,4,WAS,WAS,IGSA,IGSA,Yes,Female/Male,0,,0,7/5/15,4/24/97,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,COUNTY,,NA,NA,#VALUE!,NA,,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
ROBERSD,412 THIRD AVENUE EAST SISSETON SD,1105,-97.0470906,45.66391223,ROBERTS COUNTY,SISSETON,ROBERTS,SD,57262,8,SPM,SPM,IGSA,IGSA,Yes,Female/Male,0,,0,2/2/12,5/1/97,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,,COUNTY,,NA,NA,#VALUE!,NA,$60.00 ,,NOT INSPECTED,DMCP,,,,No,,,,,,No,NO,NO,NO,No,,0,400,0%,0,0,0%,0,0,1
