DETLOC,Name,Address,City,County,State,Zip,Circuit,AOR,Docket,Type,Type Detailed,ICE Funded,Female Level A,Female Level B,Female Level C,Female Level D,Male Level A,Male Level B,Male Level C ,Male Level D ,Female Level A ,Female Level B ,Female Level C ,Female Level D ,Male Level A ,Male Level B ,Male Level C,Male Level D,Female Non-Crim,Female Crim,Male Non-Crim,Male Crim,Female Non-Crim ,Female Crim ,Male Non-Crim ,Male Crim 
SGUHOLD,SAINT GEORGE HOLD ROOM,UNAVAILABLE,SAINT GEORGE,WASHINGTON,UT,84770,10,SLC,SGU,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STTAMLA,SAINT TAMMANY PARISH JAIL,701 NORTH COLUMBIA STREET,COVINGTON,SAINT TAMMANY,LA,70433,5,NOL,NOL,IGSA,IGSA,Yes,0,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,0
MPSIPAN,SAIPAN DEPARTMENT OF CORRECTIONS (SUSUPE),UNAVAILABLE,SAIPAN,SAIPAN,MP,96950,9,SFR,SAI,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAIHOLD,SAIPAN HOLD,UNAVAILABLE,SAIPAN,SAIPAN,MP,96950,6,SFR,SAI,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALEMNJ,SALEM COUNTY CORRECTIONAL FACILITY,125 CEMETERY ROAD,WOODSTOWN,COUNTY,NJ,80898,3,NEW,NEW,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
SALINKS,SALINE COUNTY JAIL,251 N. 10TH,SALINA,SALINE,KS,67401,10,CHI,KAN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLCHOLD,SALT LAKE CITY  HOLD ROOM,123 SALT LAKE CITY WAY,WEST VALLEY CITY,SALT LAKE,UT,84120,10,SLC,SLC,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLSLCUT,SALT LAKE COUNTY METRO JAIL,3415 SOUTH 900 WEST,SALT LAKE CITY,SALT LAKE,UT,84119,10,SLC,SLC,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLOXBUT,SALT LAKE COUNTY OXBOW JAIL,3148 SOUTH 1100 WEST,SALT LAKE CITY,SALT LAKE,UT,84119,10,SLC,,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMBCMI,SAMARITAN BEHAVIORAL CENTER,"5555 CONNER AVENUE, SUITE 3 NORTH",DETROIT,COUNTY,MI,48213,6,DET,,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
SAGHOLD,SAN ANGELO HOLDROOM,3197 EXECUTIVE DR,SAN ANGELO,TOM GREEN,TX,76904,5,DAL,,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNAHOLD,SAN ANTONIO DRO HOLD ROOM,8940 FOURWINDS DRIVE,SAN ANTONIO,BEXAR,TX,78239,5,SNA,SNA,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBDHOLD,SAN BERNADINO HOLD ROOM,655 WEST RIALTO AVENUE,SAN BERNADINO,SAN BERNARDINO,CA,92410,9,LOS,SBD,Other,HOLD,Yes,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
SBERNCA,SAN BERNARDINO COUNTY JAIL,630 EAST RIALTO AVENUE,SAN BERNARDINO,SAN BERNARDINO,CA,92408,9,LOS,SBD,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JHALLCA,SAN DIEGO,2801 MEADOWLARK DRIVE,SAN DIEGO,SAN DIEGO,CA,92123,9,SND,SND,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDHOSCA,SAN DIEGO AREA HOSPITAL,751 MED. CENTER CT,CHULA VISTA,SAN DIEGO,CA,91911,9,SND,SND,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNDCOCA,SAN DIEGO COUNTY JAIL,446 ALTA ROAD,SAN DIEGO,SAN DIEGO,CA,92158,9,SND,SND,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNDHOLD,SAN DIEGO DISTRICT STAGING,US INS DETENTION & DEPORTATION,SAN DIEGO,SAN DIEGO,CA,92101,9,SND,SND,Other,HOLD,Yes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BOPSDC,SAN DIEGO MCC,METROPOLITAN CORRECTIONAL CENTER,SAN DIEGO,SAN DIEGO,CA,92101,9,SND,SND,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFCOJCA,SAN FRANCISCO COUNTY JAIL,425 7TH STREET,SAN FRANCISCO,SAN FRANCISCO,CA,94103,9,SFR,SFR,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SJCOJCA,SAN JOAQUIN COUNTY JAIL,7000 N. CANLIS BLVD,FRENCH CAMP,SAN JOAQUIN,CA,95231,9,SFR,SFR,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SJUHOLD,SAN JUAN AIRPORT HOLD ROOM,LUIS MUNOZ MARIN IA,SAN JUAN,SAN JUAN,PR,937,1,MIA,,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SJUANNM,SAN JUAN COUNTY DETENTION CENTER,103 South Oliver Drive,AZTEC,SAN JUAN,NM,87410,10,ELP,,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SJS,SAN JUAN STAGING,"651 FEDERAL DRIVE, SUITE 104",GUAYNABO,GUAYNABO,PR,965,1,MIA,MIA,Other,STAGING,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAJHOLD,SAN JUAN STAGING FACILITY,"7 TABONUCO ST., SUITE 100",GUAYNABO,GUAYNABO,PR,968,1,MIA,SAJ,Other,STAGING,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLOBICA,SAN LUIS OBISPO CO JAIL,1585 KANSAS AVENUE,SAN LUIS OBISPO,SAN LUIS OBISPO,CA,93406,9,LOS,,Other,Other,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLRDCAZ,SAN LUIS REGIONAL DETENTION CENTER,406 NORTH AVENUE D,SAN LUIS,YUMA,AZ,85349,9,PHO,YUM,USMS IGA,USMS IGA,Yes,43,0,0,1,212,8,6,1,0,0,0,0,0,0,0,0,42,2,213,14,0,0,0,0
SMATECA,SAN MATEO CO JAIL,300 BRADFORD STREET,REDWOOD CITY,SAN MATEO,CA,94063,9,SFR,SFR,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMJUVCA,SAN MATEO JUVENILLE HALL,21 TOWER ROAD,SAN MATEO,SAN MATEO,CA,94402,9,SFR,SFR,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANMINM,SAN MIGUEL COUNTY DETENTION CENTER,26 NM 283,LAS VEGAS,SAN MIGUEL,NM,87701,10,ELP,EPC,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNMGLCO,SAN MIGUEL COUNTY JAIL,851 63L ROAD,TELLURIDE,SAN MIGUEL,CO,81435,10,DEN,DEN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANPATX,SAN PATRICIO COUNTY JAIL,300 NORTH RACHAL AVENUE,SINTON,SAN PATRICIO,TX,78387,5,SNA,SNA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPHOSCA,SAN PEDRO PENINSULA HOSPITAL,1300 W 7TH ST,SAN PEDRO,LOS ANGELES,CA,90732,9,LOS,LOS,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPP,SAN PEDRO SERVICE PROCESSING CENTER,2001 SEASIDE AVE.,SAN PEDRO,LOS ANGELES,CA,90731,9,LOS,SPP,SPC,SPC,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANDONM,SANDOVAL COUNTY DETENTION CENTER,100 MONTOYA ROAD,BERNALILLO,SANDOVAL,NM,87004,10,ELP,ELP,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPSST,SANDSTONE FEDERAL CORRECTIONAL INSTITUTE,P.O. BOX 999,SANDSTONE,PINE,MN,55072,8,SPM,SPM,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANJAIL,SANGAMON COUNTY JAIL,1 SHERIFFS PLAZA,SPRINGFIELD,SANGAMON,IL,62701,7,CHI,CHI,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SACITCA,SANTA ANA CITY JAIL,62 CIVIC CENTER PLAZA,SANTA ANA,ORANGE,CA,92701,9,LOS,LOS,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANANCA,SANTA ANA COUNTY JAIL,1050 CIVIC CENTER DRIVE,SANTA ANA,ORANGE,CA,92703,9,LOS,LOS,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAAHOLD,SANTA ANA DRO HOLDROOM,34 CIVIC CENTER PLAZA,SANTA ANA,ORANGE,CA,90701,9,LOS,LOS,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SBARBCA,SANTA BARBRA COUNTY JAIL,4436 CALLE REAL,SANTA BARBRA,SANTA BARBRA,CA,93110,9,LOS,,Other,Other,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCMENCA,SANTA CLARA CO JAIL/MENS,ELMWOOD MEN'S FACILITY,MILPITAS,SANTA CLARA,CA,95035,9,SFR,SFR,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCSOUCA,SANTA CLARA COUNTY JAIL,SANTA CLARA COUNTY JAIL/SOUTH,SAN JOSE,SANTA CLARA,CA,95110,9,SFR,SFR,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCNORCA,SANTA CLARA COUNTY MAIN JAIL,885 NORTH SAN PEDRO ST,SAN JOSE,SANTA CLARA,CA,95110,9,SFR,SFR,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCRUZAZ,SANTA CRUZ COUNTY JAIL,1250 NORTH HOHOKAM DRIVE,NOGALES,SANTA CRUZ,AZ,85621,9,PHO,TUC,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCRUZCA,SANTA CRUZ COUNTY MAIN JAIL,259 WATER STREET,SANTA CRUZ,SANTA CRUZ,CA,95060,9,SFR,SFR,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFCORNM,SANTA FE CORNELL DETENTION,4312 STATE HIGHWAY 14,SANTA FE,SANTA FE,NM,87508,10,ELP,ELP,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SANTANM,SANTA FE COUNTY JAIL,2515 CAMINO ENTRADA,SANTA FE,SANTA FE,NM,87507,10,ELP,ELP,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRITACA,SANTA RITA JAIL,5325 BRODER BOULEVARD,DUBLIN,ALAMEDA,CA,94568,9,SFR,SFR,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SARASFL,SARASOTA COUNTY JAIL,2020 MAIN ST,SARASOTA,SARASOTA,FL,34237,11,MIA,TAM,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SARPYNE,SARPY COUNTY JAIL,1208 GOLDEN GATE DRIVE,PAPILLION,SARPY,NE,68046,8,SPM,OMA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SARJUNE,SARPY COUNTY JUVENILE,1257 GOLDENGATE DRIVE #8,PAPILLION,CASS,NE,68048,8,SPM,OMA,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSMHOLD,SAULT SAINTE MARIE HOLDROOM,325 COURT SUITE #3,SAULT STE. MARIE,COUNTY,MI,49783,6,DET,DET,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACCJAM,SCC/JAMESTOWN,5100 O'BRYNES FERRY ROAD,JAMESTOWN,COUNTY,CA,95327,9,SFR,SFR,Other,Other,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCHNENY,SCHNECTADY COUNTY JAIL,320 VEEDER AVENUE,SCHNECTADY,SCHENECTADY,NY,12307,2,BUF,BUF,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCHOHNY,SCHOHARIE COUNTY JAIL,"MAIN STREET, PO BOX  332",SCHOHARIE,SCHOHARIE,NY,12157,2,BUF,BUF,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPSCH,SCHUYLKILL FEDERAL CORRECTIONAL INSTITUTE,P.O. BOX 700,MINERSVILLE,SCHUYLKILL,PA,17954,3,PHI,PHI,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCOTTMN,SCOTT COUNTY JAIL,301 FULLER STREET SOUTH,SHAKOPEE,SCOTT,MN,55372,8,SPM,SPM,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCOTTMO,SCOTT COUNTY JAIL,211 S. NEW MADRID ST.,BENTON,SCOTT,MO,63786,8,CHI,STL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCOTTNE,SCOTTS BLUFF COUNTY JAIL,1725 10TH ST,GERING,SCOTTS BLUFF,NE,69341,8,SPM,OMA,USMS IGA,USMS IGA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPSEA,SEAGOVILLE FEDERAL CORRECTIONAL INSTITUTE,2113 N. HIGHWAY 75,SEAGOVILLE,DALLAS,TX,75159,5,DAL,DAL,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MISS557,SEAL BEACH DETENTION CENTER,913 SEAL BEACH BLVD.,SEAL BEACH,ORANGE,CA,90740,9,LOS,,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPSET,SEATAC FEDERAL DETENTION CENTER,2425 S.200TH STREET,SEATAC,KING,WA,98198,9,SEA,SEA,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAICDF,SEATTLE CONTRACT DETENTION,815 AIRPORT WAY SOUTH,SEATTLE,KING,WA,98134,9,SEA,SEA,Other,Other,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEAHOLD,SEATTLE FIELD OFFICE HOLD ROOM,12500 TUKWILLA INTL.,SEATTLE,KING,WA,98168,9,SEA,SEA,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEBASAR,SEBASTIAN COUNTY DETENTION CENTER,801 SOUTH A STREET,FORT SMITH,SEBASTIAN,AR,72901,8,NOL,FSA,USMS IGA,USMS IGA,Yes,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
SEBJVAR,SEBASTIAN COUNTY JUVENILE,"801 SOUTH ""A"" ST.",FORT SMITH,SEBASTIAN,AR,72901,8,NOL,OKC,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEDGWKS,SEDGWICK COUNTY JAIL,141 W. ELM,WICHITA,SEDGWICK,KS,67203,10,CHI,KAN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SENECNY,SENECA COUNTY JAIL,44 W. WILLIAM ST.,CORNING,STEUBEN,NY,14830,2,BUF,BUF,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SENECOH,SENECA COUNTY JAIL,3040 SOUTH STATE HIGHWAY 100,TIFFIN,SENECA,OH,44883,6,DET,CLE,IGSA,IGSA,Yes,4,4,0,0,25,33,10,4,0,0,0,0,0,0,0,0,8,0,57,15,0,0,0,0
SEWARKS,SEWARD COUNTY JAIL,112 E. 5TH,LIBERAL,SEWARD,KS,67901,10,CHI,KAN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFRHOLD,SFR HOLD ROOM,630 SANSOME ST.,SAN FRANCISCO,SAN FRANCISCO,CA,94111,9,SFR,SFR,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHACOKS,SHAWNEE COUNTY DEPARTMENT OF CORRECTIONS,501 SOUTHEAST 8TH AVENUE,TOPEKA,SHAWNEE,KS,66607,10,CHI,KAN,IGSA,IGSA,Yes,1,0,0,0,1,3,4,6,0,0,0,0,0,0,0,0,1,0,1,13,0,0,0,0
SHAJUKS,SHAWNEE COUNTY JUVENILE DETENTION CENTER,401 SE 8TH STREET,TOPEKA,SHAWNEE,KS,66607,10,CHI,KAN,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHELBTN,SHELBY COUNTY,201 POPLAR AVENUE,MEMPHIS,SHELBY,TN,38103,6,NOL,NOL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHELBKY,SHELBY COUNTY DETENTION CENTER,1000 DETENTION ROAD,SHELBYVILLE,SHELBY,KY,40065,6,CHI,,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHECOVA,SHENANDOAH COUNTY JAIL,109 WEST COURT STREET,WOODSTOCK,SHENANDOAH,VA,22664,4,WAS,WAS,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHERBMN,SHERBURNE COUNTY JAIL,13880 UNITED STATES HIGHWAY 10,ELK RIVER,SHERBURNE,MN,55330,8,SPM,SPM,USMS IGA,USMS IGA,Yes,1,1,14,2,12,17,177,44,0,0,0,0,0,0,0,0,6,12,67,183,0,0,0,0
SHERIMT,SHERIDAN COUNTY JAIL,100 WEST LAUREL AVENUE,PLENTYWOOD,SHERIDAN,MT,59254,9,SLC,HEL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHERIWY,SHERIDAN COUNTY JAIL,54 WEST 13TH STREET,SHERIDAN,SHERIDAN,WY,82801,10,DEN,DEN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOPSHE,SHERIDAN FEDERAL CORRECTIONAL INSTITUTE,27072 SOUTHWEST BALLSTON ROAD,SHERIDAN,YAMHILL,OR,97378,9,SEA,COW,BOP,BOP,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHOSHID,SHOSHONE COUNTY PUBLIC SAFETY FACILITY,717 BANK ST,WALLACE,SHOSHONE,ID,83873,9,SLC,SEA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VVSHOLD,SHREVEPORT HOLD ROOM,"400 TEXAS STREET, SUITE 900",SHREVEPORT,CADDO PARISH,LA,71101,5,NOL,,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SILERTN,SILVERDALE/HAMILTON COUNTY,7609 STANDIFER GAP ROAD,CHATTANOOGA,HAMILTON,TN,37421,6,NOL,NOL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIMPSMS,SIMPSON COUNTY JAIL,CHANCERY COURT BLDG.,MENDENHALL,SIMPSON,MS,39114,5,NOL,NOL,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SXCHOLD,SIOUX CITY HOLD ROOM,1400 PIERCE STREET,SIOUX CITY,WOODBURY,IA,51101,8,SPM,OMA,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIOUXIA,SIOUX COUNTY JAIL,4363 IRONWOOD AVENUE,ORANGE CITY,SIOUX,IA,51041,8,SPM,OMA,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFDHOLD,SIOUX FALLS HOLD ROOM,300 EAST 8TH STREET,SIOUX FALLS,MINNEHAHA,SD,57103,8,SPM,SPM,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SITKAAK,SITKA CITY JAIL,304 LAKE STREET,SITKA,SITKA,AK,99835,9,SEA,ANC,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRJDFID,SNAKE RIVER JUVENILE,2515 WRIGHT AVENUE,TWIN FALLS,TWIN FALLS,ID,83301,9,SLC,BOI,IGSA,JUVENILE,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNJHOLD,SNJ HOLD ROOM,1887 MONTEREY ROAD,SAN JOSE,SANTA CLARA,CA,95112,9,SFR,SFR,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNYDEPA,SNYDER COUNTY JAIL,600 OLD COLONY ROAD,SELINSGROVE,SNYDER,PA,17870,3,PHI,PHI,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOLONOH,SOLON CITY JAIL,33000 SOLON ROAD,SOLON,CUYAHOGA,OH,44139,6,DET,CLE,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOMERME,SOMERSET COUNTY JAIL,131 EAST MADISON ROAD,MADISON,SOMERSET,ME,4950,1,BOS,POM,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOMERPA,SOMERSET COUNTY JAIL,127 EAST FAIRVIEW STREET,SOMERSET,SOMERSET,PA,15501,3,PHI,PIT,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOBAYCA,SOUTH BAY DETENT FACILITY,500 3RD AVENUE,CHULA VISTA,SAN DIEGO,CA,91910,9,SND,SND,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WVSCENT,SOUTH CENTRAL REGIONAL JAIL,1001 CENTRE WAY,CHARLESTON,KANAWHA,WV,25309,4,PHI,CHS,USMS IGA,USMS IGA,Yes,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0
BASILLA,SOUTH LOUISIANA DETENTION CENTER,3843 STAGG AVENUE,BASILE,EVANGELINE,LA,70515,5,NOL,OAK,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STCDFTX,SOUTH TEXAS DETENTION COMPLEX,566 VETERANS DRIVE,PEARSALL,FRIO,TX,78061,5,SNA,STC,CDF,CDF,Yes,138,12,7,8,"1,130",226,114,97,0,0,0,0,3,0,0,0,103,62,"1,062",505,0,0,3,0
STFRCTX,SOUTH TEXAS FAMILY RESIDENTIAL CENTER,1925 WEST HIGHWAY 85,DILLEY,FRIO,TX,78017,5,SNA,LRD,IGSA,FAMILY,Yes,700,6,0,0,0,0,0,0,445,0,0,0,442,0,0,0,705,1,0,0,445,0,442,0
STHOSTX,SOUTH TEXAS HOSPITAL,1301 RANGERVILLE ROAD,HARLINGEN,CAMERON,TX,78550,5,SNA,PIC,Other,HOSPITAL,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STDHOLD,SOUTH TEXAS/PEARSALL HOLD ROOM,566 VETERAN DRIVE,PEARSALL,FRIO,TX,78061,5,SNA,STC,Other,HOLD,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTECO,SOUTHERN UTE DETENTION CENTER,149 COUNTY ROAD 517,IGNACIO,LA PLATA,CO,81137,10,DEN,DEN,IGSA,IGSA,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
